Ciclo;Tempo;Temperatura
0;0;19.6
1;30;19.5
2;60;19.7
3;90;20
4;120;20.1
5;150;20.1
6;180;20.1
7;210;20.5
8;240;20.5
9;270;20.4
10;300;20.8
11;330;21.1
12;360;20.8
13;390;21.3
14;420;21.5
15;450;21.5
16;480;22.1
17;510;21.3
18;540;22.1
19;570;22
20;600;21.7
21;630;22.2
22;660;22.3
23;690;22.4
24;720;22.7
25;750;22.7
26;780;22.9
27;810;23.1
28;840;23.1
29;870;23.7
30;900;24.3
31;930;24.7
32;960;25.5
33;990;26.3
34;1020;27.2
35;1050;27.9
36;1080;29.7
37;1110;31.4
38;1140;33.2
39;1170;35.5
40;1200;36.4
41;1230;37.5
42;1260;38.2
43;1290;39.1
44;1320;40.1
45;1350;40.5
46;1380;41.3
47;1410;41.4
48;1440;42.4
49;1470;43.1
50;1500;43.6
51;1530;44
52;1560;44.6
53;1590;45.2
54;1620;45.5
55;1650;46.1
56;1680;46.7
57;1710;47
58;1740;47.7
59;1770;48.2
60;1800;48.6
61;1830;48.9
62;1860;49.3
63;1890;49.6
64;1920;49.8
65;1950;50.3
66;1980;50.5
67;2010;50.9
68;2040;51.1
69;2070;51.6
70;2100;51.8
71;2130;52.2
72;2160;52.5
73;2190;52.7
74;2220;53
75;2250;52.8
76;2280;53.3
77;2310;53.5
78;2340;53.8
79;2370;54
80;2400;54.3
81;2430;54.4
82;2460;54.6
83;2490;54.9
84;2520;55.3
85;2550;55
86;2580;55.3
87;2610;55.5
88;2640;55.7
89;2670;55.7
90;2700;56
91;2730;56.2
92;2760;56.6
93;2790;56.7
94;2820;56.8
95;2850;56.9
96;2880;57
97;2910;57.2
98;2940;57.3
99;2970;57.5
100;3000;57.4
101;3030;57.6
102;3060;57.4
103;3090;57.6
104;3120;57.8
105;3150;57.8
106;3180;58
107;3210;58.3
108;3240;58.3
109;3270;58.3
110;3300;58.4
111;3330;58.5
112;3360;58.7
113;3390;58.8
114;3420;59
115;3450;58.9
116;3480;59.1
117;3510;59.3
118;3540;59.3
119;3570;59.6
120;3600;59.8
121;3630;59.9
122;3660;60.2
123;3690;60.2
124;3720;60.5
125;3750;60.5
126;3780;60.6
127;3810;60.8
128;3840;60.9
129;3870;61.1
130;3900;61.1
131;3930;61.2
132;3960;61.4
133;3990;61.4
134;4020;61.5
135;4050;61.7
136;4080;61.7
137;4110;61.6
138;4140;62
139;4170;62.1
140;4200;62.1
141;4230;62.2
142;4260;62.2
143;4290;62.4
144;4320;62.5
145;4350;62.5
146;4380;62.4
147;4410;62.6
148;4440;62.6
149;4470;62.7
150;4500;62.5
151;4530;62.5
152;4560;62.5
153;4590;62.5
154;4620;62.4
155;4650;62.4
156;4680;62.5
157;4710;62.6
158;4740;62.6
159;4770;62.6
160;4800;62.7
161;4830;62.6
162;4860;63
163;4890;62.9
164;4920;62.8
165;4950;62.8
166;4980;62.7
167;5010;62.7
168;5040;62.8
169;5070;63
170;5100;63.1
171;5130;63.2
172;5160;63.4
173;5190;63.3
174;5220;63.4
175;5250;63.4
176;5280;63.5
177;5310;63.4
178;5340;63.5
179;5370;63.7
180;5400;63.7
181;5430;63.6
182;5460;63.6
183;5490;63.7
184;5520;63.5
185;5550;63.7
186;5580;63.8
187;5610;63.8
188;5640;63.8
189;5670;63.8
190;5700;63.8
191;5730;63.9
192;5760;63.8
193;5790;63.8
194;5820;63.8
195;5850;64
196;5880;63.8
197;5910;63.7
198;5940;63.7
199;5970;63.9
200;6000;63.7
201;6030;63.7
202;6060;63.7
203;6090;63.6
204;6120;63.6
205;6150;63.5
206;6180;63.4
207;6210;63.4
208;6240;63.6
209;6270;63.6
210;6300;63.7
211;6330;63.7
212;6360;63.8
213;6390;63.7
214;6420;63.8
215;6450;63.7
216;6480;63.8
217;6510;63.7
218;6540;63.8
219;6570;63.8
220;6600;63.8
221;6630;63.9
222;6660;63.8
223;6690;63.9
224;6720;64
225;6750;63.98
226;6780;63.97
227;6810;63.95
228;6840;63.93
229;6870;63.92
230;6900;63.9
231;6930;63.88
232;6960;63.87
233;6990;63.85
234;7020;63.83
235;7050;63.81
236;7080;63.8
237;7110;63.78
238;7140;63.76
239;7170;63.75
240;7200;63.73
241;7230;63.71
242;7260;63.7
243;7290;63.68
244;7320;63.66
245;7350;63.65
246;7380;63.63
247;7410;63.61
248;7440;63.6
249;7470;63.58
250;7500;63.56
251;7530;63.54
252;7560;63.53
253;7590;63.51
254;7620;63.49
255;7650;63.48
256;7680;63.46
257;7710;63.44
258;7740;63.43
259;7770;63.41
260;7800;63.39
261;7830;63.38
262;7860;63.36
263;7890;63.34
264;7920;63.33
265;7950;63.31
266;7980;63.29
267;8010;63.27
268;8040;63.26
269;8070;63.24
270;8100;63.22
271;8130;63.21
272;8160;63.19
273;8190;63.17
274;8220;63.16
275;8250;63.14
276;8280;63.12
277;8310;63.11
278;8340;63.09
279;8370;63.07
280;8400;63.06
281;8430;63.04
282;8460;63.02
283;8490;63
284;8520;62.99
285;8550;62.97
286;8580;62.95
287;8610;62.94
288;8640;62.92
289;8670;62.9
290;8700;62.89
291;8730;62.87
292;8760;62.85
293;8790;62.84
294;8820;62.82
295;8850;62.8
296;8880;62.79
297;8910;62.77
298;8940;62.75
299;8970;62.73
300;9000;62.72
301;9030;62.7
302;9060;62.68
303;9090;62.67
304;9120;62.65
305;9150;62.63
306;9180;62.62
307;9210;62.6
308;9240;62.58
309;9270;62.57
310;9300;62.55
311;9330;62.53
312;9360;62.52
313;9390;62.5
314;9420;62.48
315;9450;62.46
316;9480;62.45
317;9510;62.43
318;9540;62.41
319;9570;62.4
320;9600;62.38
321;9630;62.36
322;9660;62.35
323;9690;62.33
324;9720;62.31
325;9750;62.3
326;9780;62.28
327;9810;62.26
328;9840;62.25
329;9870;62.23
330;9900;62.21
331;9930;62.19
332;9960;62.18
333;9990;62.16
334;10020;62.14
335;10050;62.13
336;10080;62.11
337;10110;62.09
338;10140;62.08
339;10170;62.06
340;10200;62.04
341;10230;62.03
342;10260;62.01
343;10290;61.99
344;10320;61.98
345;10350;61.96
346;10380;61.94
347;10410;61.92
348;10440;61.91
349;10470;61.89
350;10500;61.87
351;10530;61.86
352;10560;61.84
353;10590;61.82
354;10620;61.81
355;10650;61.79
356;10680;61.77
357;10710;61.76
358;10740;61.74
359;10770;61.72
360;10800;61.71
361;10830;61.69
362;10860;61.67
363;10890;61.66
364;10920;61.64
365;10950;61.62
366;10980;61.6
367;11010;61.59
368;11040;61.57
369;11070;61.55
370;11100;61.54
371;11130;61.52
372;11160;61.5
373;11190;61.49
374;11220;61.47
375;11250;61.45
376;11280;61.44
377;11310;61.42
378;11340;61.4
379;11370;61.39
380;11400;61.37
381;11430;61.35
382;11460;61.33
